Country;City;AvgTemperatureFahrenheit;Date;Month;Year;AvgTemperatureCelsius
Australia;Canberra;56.7;19/07/2016;7;2016;
Australia;Canberra;52.2;20/07/2016;7;2016;
Australia;Canberra;54.0;21/07/2016;7;2016;
Australia;Canberra;54.3;22/07/2016;7;2016;
Australia;Canberra;41.0;23/07/2016;7;2016;
Australia;Canberra;42.0;24/07/2016;7;2016;
Australia;Canberra;44.3;25/07/2016;7;2016;
Australia;Canberra;44.0;26/07/2016;7;2016;
Australia;Canberra;44.7;27/07/2016;7;2016;
Australia;Canberra;41.2;28/07/2016;7;2016;
Australia;Canberra;42.7;29/07/2016;7;2016;
Australia;Canberra;45.0;30/07/2016;7;2016;
Australia;Canberra;49.7;31/07/2016;7;2016;
Australia;Canberra;48.4;01/08/2016;8;2016;
Australia;Canberra;41.9;02/08/2016;8;2016;
Australia;Canberra;45.3;03/08/2016;8;2016;
Australia;Canberra;42.8;04/08/2016;8;2016;
Australia;Canberra;42.5;05/08/2016;8;2016;
Australia;Canberra;43.6;06/08/2016;8;2016;
Australia;Canberra;41.5;07/08/2016;8;2016;
Australia;Canberra;43.6;08/08/2016;8;2016;
Australia;Canberra;50.2;09/08/2016;8;2016;
Australia;Canberra;49.6;10/08/2016;8;2016;
Australia;Canberra;40.0;11/08/2016;8;2016;
Australia;Canberra;43.2;12/08/2016;8;2016;
Australia;Canberra;46.7;13/08/2016;8;2016;
Australia;Canberra;42.6;14/08/2016;8;2016;
Australia;Canberra;43.1;15/08/2016;8;2016;
Australia;Canberra;47.0;16/08/2016;8;2016;
Australia;Canberra;44.8;17/08/2016;8;2016;
Australia;Canberra;46.6;18/08/2016;8;2016;
Australia;Canberra;51.0;19/08/2016;8;2016;
Australia;Canberra;42.7;20/08/2016;8;2016;
Australia;Canberra;43.5;21/08/2016;8;2016;
Australia;Canberra;46.8;22/08/2016;8;2016;
Australia;Canberra;48.5;23/08/2016;8;2016;
Australia;Canberra;42.4;24/08/2016;8;2016;
Australia;Canberra;42.4;25/08/2016;8;2016;
Australia;Canberra;40.7;26/08/2016;8;2016;
Australia;Canberra;43.5;27/08/2016;8;2016;
Australia;Canberra;43.4;28/08/2016;8;2016;
Australia;Canberra;47.0;29/08/2016;8;2016;
Australia;Canberra;58.1;30/08/2016;8;2016;
Australia;Canberra;51.8;31/08/2016;8;2016;
Australia;Canberra;51.1;01/09/2016;9;2016;
Australia;Canberra;49.3;02/09/2016;9;2016;
Australia;Canberra;49.2;03/09/2016;9;2016;
Australia;Canberra;46.3;04/09/2016;9;2016;
Australia;Canberra;45.2;05/09/2016;9;2016;
Australia;Canberra;50.6;06/09/2016;9;2016;
Australia;Canberra;55.3;07/09/2016;9;2016;
Australia;Canberra;54.2;08/09/2016;9;2016;
Australia;Canberra;55.7;09/09/2016;9;2016;
Australia;Canberra;48.6;10/09/2016;9;2016;
Australia;Canberra;47.4;11/09/2016;9;2016;
Australia;Canberra;51.7;12/09/2016;9;2016;
Australia;Canberra;55.6;13/09/2016;9;2016;
Australia;Canberra;49.6;14/09/2016;9;2016;
Australia;Canberra;48.5;15/09/2016;9;2016;
Australia;Canberra;48.0;16/09/2016;9;2016;
Australia;Canberra;50.3;17/09/2016;9;2016;
Australia;Canberra;49.5;18/09/2016;9;2016;
Australia;Canberra;46.9;19/09/2016;9;2016;
Australia;Canberra;50.3;20/09/2016;9;2016;
Australia;Canberra;52.8;22/09/2016;9;2016;
Australia;Canberra;50.4;23/09/2016;9;2016;
Australia;Canberra;56.6;24/09/2016;9;2016;
Australia;Canberra;50.7;25/09/2016;9;2016;
Australia;Canberra;48.8;26/09/2016;9;2016;
Australia;Canberra;44.7;27/09/2016;9;2016;
Australia;Canberra;51.8;28/09/2016;9;2016;
Australia;Canberra;47.5;29/09/2016;9;2016;
Australia;Canberra;47.6;30/09/2016;9;2016;
Australia;Canberra;49.8;01/10/2016;10;2016;
Australia;Canberra;57.4;02/10/2016;10;2016;
Australia;Canberra;49.0;03/10/2016;10;2016;
Australia;Canberra;46.8;04/10/2016;10;2016;
Australia;Canberra;51.9;05/10/2016;10;2016;
Australia;Canberra;58.2;06/10/2016;10;2016;
Australia;Canberra;61.1;07/10/2016;10;2016;
Australia;Canberra;49.5;08/10/2016;10;2016;
Australia;Canberra;55.6;09/10/2016;10;2016;
Australia;Canberra;48.5;10/10/2016;10;2016;
Australia;Canberra;45.2;11/10/2016;10;2016;
Australia;Canberra;48.8;12/10/2016;10;2016;
Australia;Canberra;46.7;13/10/2016;10;2016;
Australia;Canberra;51.3;14/10/2016;10;2016;
Australia;Canberra;58.1;15/10/2016;10;2016;
Australia;Canberra;62.6;16/10/2016;10;2016;
Australia;Canberra;51.1;17/10/2016;10;2016;
Australia;Canberra;52.4;18/10/2016;10;2016;
Australia;Canberra;48.2;19/10/2016;10;2016;
Australia;Canberra;50.4;20/10/2016;10;2016;
Australia;Canberra;59.6;21/10/2016;10;2016;
Australia;Canberra;45.0;22/10/2016;10;2016;
Australia;Canberra;47.0;23/10/2016;10;2016;
Australia;Canberra;50.5;24/10/2016;10;2016;
Australia;Canberra;57.4;25/10/2016;10;2016;
Australia;Canberra;62.8;26/10/2016;10;2016;
Australia;Canberra;56.8;27/10/2016;10;2016;
Australia;Canberra;57.4;28/10/2016;10;2016;
Australia;Canberra;62.6;29/10/2016;10;2016;
Australia;Canberra;59.3;30/10/2016;10;2016;
Australia;Canberra;46.4;31/10/2016;10;2016;
Australia;Canberra;53.5;01/11/2016;11;2016;
Australia;Canberra;55.2;02/11/2016;11;2016;
Australia;Canberra;57.1;03/11/2016;11;2016;
Australia;Canberra;65.2;04/11/2016;11;2016;
Australia;Canberra;54.6;05/11/2016;11;2016;
Australia;Canberra;57.6;06/11/2016;11;2016;
Australia;Canberra;63.3;07/11/2016;11;2016;
Australia;Canberra;65.6;08/11/2016;11;2016;
Australia;Canberra;62.4;09/11/2016;11;2016;
Australia;Canberra;61.6;10/11/2016;11;2016;
Australia;Canberra;65.3;12/11/2016;11;2016;
Australia;Canberra;54.3;13/11/2016;11;2016;
Australia;Canberra;53.4;14/11/2016;11;2016;
Australia;Canberra;56.1;15/11/2016;11;2016;
Australia;Canberra;62.1;16/11/2016;11;2016;
Australia;Canberra;64.1;17/11/2016;11;2016;
Australia;Canberra;70.2;18/11/2016;11;2016;
Australia;Canberra;69.4;19/11/2016;11;2016;
Australia;Canberra;70.3;20/11/2016;11;2016;
Australia;Canberra;72.5;21/11/2016;11;2016;
Australia;Canberra;70.6;22/11/2016;11;2016;
Australia;Canberra;52.5;23/11/2016;11;2016;
Australia;Canberra;56.6;24/11/2016;11;2016;
Australia;Canberra;61.4;25/11/2016;11;2016;
Australia;Canberra;62.5;26/11/2016;11;2016;
Australia;Canberra;66.2;27/11/2016;11;2016;
Australia;Canberra;64.9;28/11/2016;11;2016;
Australia;Canberra;65.7;29/11/2016;11;2016;
Australia;Canberra;69.4;30/11/2016;11;2016;
Australia;Canberra;65.3;01/12/2016;12;2016;
Australia;Canberra;70.1;02/12/2016;12;2016;
Australia;Canberra;68.7;03/12/2016;12;2016;
Australia;Canberra;76.5;04/12/2016;12;2016;
Australia;Canberra;73.4;05/12/2016;12;2016;
Australia;Canberra;63.5;06/12/2016;12;2016;
Australia;Canberra;65.3;07/12/2016;12;2016;
Australia;Canberra;65.7;08/12/2016;12;2016;
Australia;Canberra;58.8;09/12/2016;12;2016;
Australia;Canberra;64.8;10/12/2016;12;2016;
Australia;Canberra;67.1;11/12/2016;12;2016;
Australia;Canberra;70.2;12/12/2016;12;2016;
Australia;Canberra;82.9;13/12/2016;12;2016;
Australia;Canberra;65.3;14/12/2016;12;2016;
Australia;Canberra;56.2;15/12/2016;12;2016;
Australia;Canberra;61.8;16/12/2016;12;2016;
Australia;Canberra;66.4;17/12/2016;12;2016;
Australia;Canberra;60.1;18/12/2016;12;2016;
Australia;Canberra;64.8;19/12/2016;12;2016;
Australia;Canberra;68.8;20/12/2016;12;2016;
Australia;Canberra;67.6;21/12/2016;12;2016;
Australia;Canberra;66.8;22/12/2016;12;2016;
Australia;Canberra;74.0;23/12/2016;12;2016;
Australia;Canberra;66.3;24/12/2016;12;2016;
Australia;Canberra;73.4;25/12/2016;12;2016;
Australia;Canberra;76.1;26/12/2016;12;2016;
Australia;Canberra;73.7;27/12/2016;12;2016;
Australia;Canberra;80.5;28/12/2016;12;2016;
Australia;Canberra;74.8;29/12/2016;12;2016;
Australia;Canberra;75.9;30/12/2016;12;2016;
Australia;Canberra;72.8;31/12/2016;12;2016;
Australia;Canberra;71.3;01/01/2017;1;2017;
Australia;Canberra;67.3;02/01/2017;1;2017;
Australia;Canberra;65.9;03/01/2017;1;2017;
Australia;Canberra;65.3;04/01/2017;1;2017;
Australia;Canberra;68.2;05/01/2017;1;2017;
Australia;Canberra;70.3;06/01/2017;1;2017;
Australia;Canberra;74.3;07/01/2017;1;2017;
Australia;Canberra;78.3;08/01/2017;1;2017;
Australia;Canberra;77.5;09/01/2017;1;2017;
Australia;Canberra;77.6;10/01/2017;1;2017;
Australia;Canberra;76.3;11/01/2017;1;2017;
Australia;Canberra;75.2;12/01/2017;1;2017;
Australia;Canberra;79.9;13/01/2017;1;2017;
Australia;Canberra;68.8;14/01/2017;1;2017;
Australia;Canberra;70.4;15/01/2017;1;2017;
Australia;Canberra;76.2;16/01/2017;1;2017;
Australia;Canberra;83.4;17/01/2017;1;2017;
Australia;Canberra;74.7;18/01/2017;1;2017;
Australia;Canberra;64.6;19/01/2017;1;2017;
Australia;Canberra;66.9;20/01/2017;1;2017;
Australia;Canberra;68.8;21/01/2017;1;2017;
Australia;Canberra;72.6;22/01/2017;1;2017;
Australia;Canberra;81.6;23/01/2017;1;2017;
Australia;Canberra;72.4;24/01/2017;1;2017;
Australia;Canberra;68.9;25/01/2017;1;2017;
Australia;Canberra;70.2;26/01/2017;1;2017;
Australia;Canberra;74.4;27/01/2017;1;2017;
Australia;Canberra;77.7;28/01/2017;1;2017;
Australia;Canberra;79.2;29/01/2017;1;2017;
Australia;Canberra;84.4;30/01/2017;1;2017;
Australia;Canberra;75.1;31/01/2017;1;2017;
Australia;Canberra;62.9;01/02/2017;2;2017;
Australia;Canberra;69.0;02/02/2017;2;2017;
Australia;Canberra;70.8;03/02/2017;2;2017;
Australia;Canberra;75.1;04/02/2017;2;2017;
Australia;Canberra;81.3;05/02/2017;2;2017;
Australia;Canberra;74.1;06/02/2017;2;2017;
Australia;Canberra;66.7;07/02/2017;2;2017;
Australia;Canberra;70.6;08/02/2017;2;2017;
Australia;Canberra;81.3;09/02/2017;2;2017;
Australia;Canberra;86.3;10/02/2017;2;2017;
Australia;Canberra;84.8;11/02/2017;2;2017;
Australia;Canberra;61.4;12/02/2017;2;2017;
Australia;Canberra;66.9;13/02/2017;2;2017;
Australia;Canberra;63.3;14/02/2017;2;2017;
Australia;Canberra;67.9;15/02/2017;2;2017;
Australia;Canberra;73.2;16/02/2017;2;2017;
Australia;Canberra;77.9;17/02/2017;2;2017;
Australia;Canberra;58.2;18/02/2017;2;2017;
Australia;Canberra;59.8;19/02/2017;2;2017;
Australia;Canberra;54.6;20/02/2017;2;2017;
Australia;Canberra;64.4;21/02/2017;2;2017;
Australia;Canberra;71.3;22/02/2017;2;2017;
Australia;Canberra;76.6;23/02/2017;2;2017;
Australia;Canberra;69.9;24/02/2017;2;2017;
Australia;Canberra;62.1;25/02/2017;2;2017;
Australia;Canberra;62.2;26/02/2017;2;2017;
Australia;Canberra;64.2;27/02/2017;2;2017;
Australia;Canberra;66.5;28/02/2017;2;2017;
Australia;Canberra;70.2;01/03/2017;3;2017;
Australia;Canberra;66.4;02/03/2017;3;2017;
Australia;Canberra;67.9;03/03/2017;3;2017;
Australia;Canberra;63.7;04/03/2017;3;2017;
Australia;Canberra;66.0;05/03/2017;3;2017;
Australia;Canberra;64.2;06/03/2017;3;2017;
Australia;Canberra;61.6;07/03/2017;3;2017;
Australia;Canberra;60.0;08/03/2017;3;2017;
Australia;Canberra;58.5;09/03/2017;3;2017;
Australia;Canberra;64.3;10/03/2017;3;2017;
Australia;Canberra;66.7;11/03/2017;3;2017;
Australia;Canberra;73.9;12/03/2017;3;2017;
Australia;Canberra;67.3;13/03/2017;3;2017;
Australia;Canberra;66.5;14/03/2017;3;2017;
Australia;Canberra;68.5;15/03/2017;3;2017;
Australia;Canberra;68.9;16/03/2017;3;2017;
Australia;Canberra;64.4;17/03/2017;3;2017;
Australia;Canberra;67.0;18/03/2017;3;2017;
Australia;Canberra;69.5;19/03/2017;3;2017;
Australia;Canberra;71.6;20/03/2017;3;2017;
Australia;Canberra;67.5;21/03/2017;3;2017;
Australia;Canberra;66.7;22/03/2017;3;2017;
Australia;Canberra;61.1;23/03/2017;3;2017;
Australia;Canberra;61.9;24/03/2017;3;2017;
Australia;Canberra;58.5;25/03/2017;3;2017;
Australia;Canberra;68.7;26/03/2017;3;2017;
Australia;Canberra;72.4;27/03/2017;3;2017;
Australia;Canberra;62.6;28/03/2017;3;2017;
Australia;Canberra;64.8;29/03/2017;3;2017;
Australia;Canberra;54.6;30/03/2017;3;2017;
Australia;Canberra;55.3;31/03/2017;3;2017;
Australia;Canberra;59.5;01/04/2017;4;2017;
Australia;Canberra;53.1;02/04/2017;4;2017;
Australia;Canberra;53.1;03/04/2017;4;2017;
Australia;Canberra;52.6;04/04/2017;4;2017;
Australia;Canberra;55.9;05/04/2017;4;2017;
Australia;Canberra;53.9;06/04/2017;4;2017;
Australia;Canberra;55.0;07/04/2017;4;2017;
Australia;Canberra;57.3;08/04/2017;4;2017;
Australia;Canberra;50.2;09/04/2017;4;2017;
Australia;Canberra;51.3;10/04/2017;4;2017;
Australia;Canberra;55.8;11/04/2017;4;2017;
Australia;Canberra;55.0;12/04/2017;4;2017;
Australia;Canberra;52.5;13/04/2017;4;2017;
Australia;Canberra;55.6;14/04/2017;4;2017;
Australia;Canberra;50.8;15/04/2017;4;2017;
Australia;Canberra;54.6;16/04/2017;4;2017;
Australia;Canberra;59.6;17/04/2017;4;2017;
Australia;Canberra;59.4;18/04/2017;4;2017;
Australia;Canberra;56.9;19/04/2017;4;2017;
Australia;Canberra;57.8;20/04/2017;4;2017;
Australia;Canberra;58.9;21/04/2017;4;2017;
Australia;Canberra;55.3;22/04/2017;4;2017;
Australia;Canberra;59.3;23/04/2017;4;2017;
Australia;Canberra;59.1;24/04/2017;4;2017;
Australia;Canberra;57.1;25/04/2017;4;2017;
Australia;Canberra;46.5;26/04/2017;4;2017;
Australia;Canberra;43.7;27/04/2017;4;2017;
Australia;Canberra;45.0;28/04/2017;4;2017;
Australia;Canberra;47.3;29/04/2017;4;2017;
Australia;Canberra;49.2;30/04/2017;4;2017;
Australia;Canberra;54.5;01/05/2017;5;2017;
Australia;Canberra;46.6;02/05/2017;5;2017;
Australia;Canberra;46.6;03/05/2017;5;2017;
Australia;Canberra;50.2;04/05/2017;5;2017;
Australia;Canberra;49.2;05/05/2017;5;2017;
Australia;Canberra;53.8;06/05/2017;5;2017;
Australia;Canberra;41.7;07/05/2017;5;2017;
Australia;Canberra;45.4;08/05/2017;5;2017;
Australia;Canberra;45.3;09/05/2017;5;2017;
Australia;Canberra;45.2;10/05/2017;5;2017;
Australia;Canberra;46.2;11/05/2017;5;2017;
Australia;Canberra;46.9;12/05/2017;5;2017;
Australia;Canberra;54.9;13/05/2017;5;2017;
Australia;Canberra;48.2;14/05/2017;5;2017;
Australia;Canberra;47.6;15/05/2017;5;2017;
Australia;Canberra;45.4;16/05/2017;5;2017;
Australia;Canberra;50.6;17/05/2017;5;2017;
Australia;Canberra;57.1;18/05/2017;5;2017;
Australia;Canberra;55.8;19/05/2017;5;2017;
Australia;Canberra;47.8;20/05/2017;5;2017;
Australia;Canberra;44.9;21/05/2017;5;2017;
Australia;Canberra;46.4;22/05/2017;5;2017;
Australia;Canberra;50.7;23/05/2017;5;2017;
Australia;Canberra;46.6;24/05/2017;5;2017;
Australia;Canberra;41.9;25/05/2017;5;2017;
Australia;Canberra;45.0;26/05/2017;5;2017;
Australia;Canberra;45.6;27/05/2017;5;2017;
Australia;Canberra;48.1;28/05/2017;5;2017;
Australia;Canberra;41.6;29/05/2017;5;2017;
Australia;Canberra;44.5;30/05/2017;5;2017;
Australia;Canberra;39.4;31/05/2017;5;2017;
Australia;Canberra;38.6;01/06/2017;6;2017;
Australia;Canberra;38.6;02/06/2017;6;2017;
Australia;Canberra;41.5;03/06/2017;6;2017;
Australia;Canberra;38.4;04/06/2017;6;2017;
Australia;Canberra;40.0;05/06/2017;6;2017;
Australia;Canberra;46.8;06/06/2017;6;2017;
Australia;Canberra;47.7;07/06/2017;6;2017;
Australia;Canberra;51.0;08/06/2017;6;2017;
Australia;Canberra;48.8;09/06/2017;6;2017;
Australia;Canberra;44.7;10/06/2017;6;2017;
Australia;Canberra;41.6;11/06/2017;6;2017;
Australia;Canberra;40.0;12/06/2017;6;2017;
Australia;Canberra;41.5;13/06/2017;6;2017;
Australia;Canberra;39.5;14/06/2017;6;2017;
Australia;Canberra;38.0;15/06/2017;6;2017;
Australia;Canberra;45.6;16/06/2017;6;2017;
Australia;Canberra;46.9;17/06/2017;6;2017;
Australia;Canberra;40.5;18/06/2017;6;2017;
Australia;Canberra;41.2;19/06/2017;6;2017;
Australia;Canberra;38.2;20/06/2017;6;2017;
Australia;Canberra;40.9;21/06/2017;6;2017;
Australia;Canberra;40.2;22/06/2017;6;2017;
Australia;Canberra;45.4;23/06/2017;6;2017;
Australia;Canberra;41.9;24/06/2017;6;2017;
Australia;Canberra;42.5;25/06/2017;6;2017;
Australia;Canberra;39.7;26/06/2017;6;2017;
Australia;Canberra;42.8;27/06/2017;6;2017;
Australia;Canberra;38.3;28/06/2017;6;2017;
Australia;Canberra;39.3;29/06/2017;6;2017;
Australia;Canberra;35.4;30/06/2017;6;2017;
Australia;Canberra;33.7;01/07/2017;7;2017;
Australia;Canberra;34.0;02/07/2017;7;2017;
Australia;Canberra;45.7;03/07/2017;7;2017;
Australia;Canberra;49.3;04/07/2017;7;2017;
Australia;Canberra;43.5;05/07/2017;7;2017;
Australia;Canberra;39.5;06/07/2017;7;2017;
Australia;Canberra;37.5;07/07/2017;7;2017;
Australia;Canberra;43.5;08/07/2017;7;2017;
Australia;Canberra;41.5;09/07/2017;7;2017;
Australia;Canberra;35.6;10/07/2017;7;2017;
Australia;Canberra;39.7;11/07/2017;7;2017;
Australia;Canberra;36.3;12/07/2017;7;2017;
Australia;Canberra;39.2;13/07/2017;7;2017;
Australia;Canberra;45.2;14/07/2017;7;2017;
Australia;Canberra;37.4;15/07/2017;7;2017;
Australia;Canberra;34.6;16/07/2017;7;2017;
Australia;Canberra;43.6;17/07/2017;7;2017;
Australia;Canberra;45.4;18/07/2017;7;2017;
Australia;Canberra;43.9;19/07/2017;7;2017;
Australia;Canberra;38.6;20/07/2017;7;2017;
Australia;Canberra;35.2;21/07/2017;7;2017;
Australia;Canberra;41.2;22/07/2017;7;2017;
Australia;Canberra;49.7;23/07/2017;7;2017;
Australia;Canberra;46.2;24/07/2017;7;2017;
Australia;Canberra;51.3;25/07/2017;7;2017;
Australia;Canberra;41.4;26/07/2017;7;2017;
Australia;Canberra;42.5;27/07/2017;7;2017;
Australia;Canberra;40.2;28/07/2017;7;2017;
Australia;Canberra;46.4;29/07/2017;7;2017;
Australia;Canberra;51.6;30/07/2017;7;2017;
Australia;Canberra;40.1;31/07/2017;7;2017;
Australia;Canberra;39.9;01/08/2017;8;2017;
Australia;Canberra;42.0;02/08/2017;8;2017;
Australia;Canberra;47.5;03/08/2017;8;2017;
Australia;Canberra;43.8;04/08/2017;8;2017;
Australia;Canberra;44.7;05/08/2017;8;2017;
Australia;Canberra;47.4;06/08/2017;8;2017;
Australia;Canberra;40.8;07/08/2017;8;2017;
Australia;Canberra;44.5;08/08/2017;8;2017;
Australia;Canberra;46.0;09/08/2017;8;2017;
Australia;Canberra;54.1;10/08/2017;8;2017;
Australia;Canberra;50.7;11/08/2017;8;2017;
Australia;Canberra;49.3;12/08/2017;8;2017;
Australia;Canberra;45.7;13/08/2017;8;2017;
Australia;Canberra;47.7;14/08/2017;8;2017;
Australia;Canberra;54.4;15/08/2017;8;2017;
Australia;Canberra;48.5;16/08/2017;8;2017;
Australia;Canberra;47.7;17/08/2017;8;2017;
Australia;Canberra;40.6;18/08/2017;8;2017;
Australia;Canberra;39.4;19/08/2017;8;2017;
Australia;Canberra;42.7;20/08/2017;8;2017;
Australia;Canberra;40.6;21/08/2017;8;2017;
Australia;Canberra;43.2;22/08/2017;8;2017;
Australia;Canberra;44.8;23/08/2017;8;2017;
Australia;Canberra;39.7;24/08/2017;8;2017;
Australia;Canberra;41.8;25/08/2017;8;2017;
Australia;Canberra;43.6;26/08/2017;8;2017;
Australia;Canberra;38.1;27/08/2017;8;2017;
Australia;Canberra;41.6;28/08/2017;8;2017;
Australia;Canberra;37.9;29/08/2017;8;2017;
Australia;Canberra;43.8;30/08/2017;8;2017;
Australia;Canberra;40.4;31/08/2017;8;2017;
Australia;Canberra;40.9;01/09/2017;9;2017;
Australia;Canberra;48.1;02/09/2017;9;2017;
Australia;Canberra;53.7;03/09/2017;9;2017;
Australia;Canberra;44.3;04/09/2017;9;2017;
Australia;Canberra;43.2;05/09/2017;9;2017;
Australia;Canberra;45.7;06/09/2017;9;2017;
Australia;Canberra;47.4;07/09/2017;9;2017;
Australia;Canberra;45.2;08/09/2017;9;2017;
Australia;Canberra;42.7;09/09/2017;9;2017;
Australia;Canberra;44.8;10/09/2017;9;2017;
Australia;Canberra;51.4;11/09/2017;9;2017;
Australia;Canberra;63.5;12/09/2017;9;2017;
Australia;Canberra;53.2;13/09/2017;9;2017;
Australia;Canberra;47.9;14/09/2017;9;2017;
Australia;Canberra;50.7;15/09/2017;9;2017;
Australia;Canberra;39.8;16/09/2017;9;2017;
Australia;Canberra;41.5;17/09/2017;9;2017;
Australia;Canberra;54.4;18/09/2017;9;2017;
Australia;Canberra;43.0;19/09/2017;9;2017;
Australia;Canberra;46.9;20/09/2017;9;2017;
Australia;Canberra;52.7;21/09/2017;9;2017;
Australia;Canberra;55.4;22/09/2017;9;2017;
Australia;Canberra;72.0;23/09/2017;9;2017;
Australia;Canberra;59.2;24/09/2017;9;2017;
Australia;Canberra;53.0;25/09/2017;9;2017;
Australia;Canberra;50.0;26/09/2017;9;2017;
Australia;Canberra;63.5;27/09/2017;9;2017;
Australia;Canberra;57.1;28/09/2017;9;2017;
Australia;Canberra;57.4;29/09/2017;9;2017;
Australia;Canberra;51.1;30/09/2017;9;2017;
Australia;Canberra;52.0;01/10/2017;10;2017;
Australia;Canberra;56.3;02/10/2017;10;2017;
Australia;Canberra;58.2;03/10/2017;10;2017;
Australia;Canberra;61.0;04/10/2017;10;2017;
Australia;Canberra;62.3;05/10/2017;10;2017;
Australia;Canberra;53.5;06/10/2017;10;2017;
Australia;Canberra;55.1;07/10/2017;10;2017;
Australia;Canberra;61.5;08/10/2017;10;2017;
Australia;Canberra;58.3;09/10/2017;10;2017;
Australia;Canberra;60.6;10/10/2017;10;2017;
Australia;Canberra;66.3;11/10/2017;10;2017;
Australia;Canberra;55.2;12/10/2017;10;2017;
Australia;Canberra;58.9;13/10/2017;10;2017;
Australia;Canberra;54.7;14/10/2017;10;2017;
Australia;Canberra;59.4;15/10/2017;10;2017;
Australia;Canberra;59.6;16/10/2017;10;2017;
Australia;Canberra;63.7;17/10/2017;10;2017;
Australia;Canberra;64.7;18/10/2017;10;2017;
Australia;Canberra;65.7;19/10/2017;10;2017;
Australia;Canberra;52.0;20/10/2017;10;2017;
Australia;Canberra;56.5;21/10/2017;10;2017;
Australia;Canberra;52.0;22/10/2017;10;2017;
Australia;Canberra;56.4;23/10/2017;10;2017;
Australia;Canberra;63.5;24/10/2017;10;2017;
Australia;Canberra;63.6;25/10/2017;10;2017;
Australia;Canberra;59.7;26/10/2017;10;2017;
Australia;Canberra;60.6;27/10/2017;10;2017;
Australia;Canberra;64.8;28/10/2017;10;2017;
Australia;Canberra;65.1;29/10/2017;10;2017;
Australia;Canberra;52.5;30/10/2017;10;2017;
Australia;Canberra;53.0;31/10/2017;10;2017;
Australia;Canberra;57.2;01/11/2017;11;2017;
Australia;Canberra;57.5;02/11/2017;11;2017;
Australia;Canberra;57.5;03/11/2017;11;2017;
Australia;Canberra;55.8;04/11/2017;11;2017;
Australia;Canberra;56.0;05/11/2017;11;2017;
Australia;Canberra;49.5;06/11/2017;11;2017;
Australia;Canberra;54.9;07/11/2017;11;2017;
Australia;Canberra;54.8;08/11/2017;11;2017;
Australia;Canberra;59.8;09/11/2017;11;2017;
Australia;Canberra;63.8;10/11/2017;11;2017;
Australia;Canberra;61.3;11/11/2017;11;2017;
Australia;Canberra;61.5;12/11/2017;11;2017;
Australia;Canberra;59.1;13/11/2017;11;2017;
Australia;Canberra;62.8;14/11/2017;11;2017;
Australia;Canberra;68.3;15/11/2017;11;2017;
Australia;Canberra;61.6;16/11/2017;11;2017;
Australia;Canberra;63.4;17/11/2017;11;2017;
Australia;Canberra;61.1;18/11/2017;11;2017;
Australia;Canberra;61.2;19/11/2017;11;2017;
Australia;Canberra;62.9;20/11/2017;11;2017;
Australia;Canberra;63.5;21/11/2017;11;2017;
Australia;Canberra;66.5;22/11/2017;11;2017;
Australia;Canberra;62.5;23/11/2017;11;2017;
Australia;Canberra;67.0;24/11/2017;11;2017;
Australia;Canberra;69.5;25/11/2017;11;2017;
Australia;Canberra;67.8;26/11/2017;11;2017;
Australia;Canberra;63.5;27/11/2017;11;2017;
Australia;Canberra;69.4;28/11/2017;11;2017;
Australia;Canberra;69.9;29/11/2017;11;2017;
Australia;Canberra;72.7;30/11/2017;11;2017;
Australia;Canberra;71.1;01/12/2017;12;2017;
Australia;Canberra;59.0;02/12/2017;12;2017;
Australia;Canberra;57.1;03/12/2017;12;2017;
Australia;Canberra;54.7;04/12/2017;12;2017;
Australia;Canberra;58.7;05/12/2017;12;2017;
Australia;Canberra;60.2;06/12/2017;12;2017;
Australia;Canberra;67.2;07/12/2017;12;2017;
Australia;Canberra;60.5;08/12/2017;12;2017;
Australia;Canberra;64.6;09/12/2017;12;2017;
Australia;Canberra;69.3;10/12/2017;12;2017;
Australia;Canberra;71.5;11/12/2017;12;2017;
Australia;Canberra;71.8;12/12/2017;12;2017;
Australia;Canberra;74.6;13/12/2017;12;2017;
Australia;Canberra;74.4;14/12/2017;12;2017;
Australia;Canberra;72.8;15/12/2017;12;2017;
Australia;Canberra;74.7;16/12/2017;12;2017;
Australia;Canberra;71.9;17/12/2017;12;2017;
Australia;Canberra;77.5;18/12/2017;12;2017;
Australia;Canberra;84.3;19/12/2017;12;2017;
Australia;Canberra;62.1;20/12/2017;12;2017;
Australia;Canberra;66.9;21/12/2017;12;2017;
Australia;Canberra;70.1;22/12/2017;12;2017;
Australia;Canberra;72.3;23/12/2017;12;2017;
Australia;Canberra;70.4;24/12/2017;12;2017;
Australia;Canberra;61.5;25/12/2017;12;2017;
Australia;Canberra;64.8;26/12/2017;12;2017;
Australia;Canberra;69.8;27/12/2017;12;2017;
Australia;Canberra;75.8;28/12/2017;12;2017;
Australia;Canberra;75.6;29/12/2017;12;2017;
Australia;Canberra;71.2;30/12/2017;12;2017;
Australia;Canberra;68.2;31/12/2017;12;2017;
Australia;Canberra;69.3;01/01/2018;1;2018;
Australia;Canberra;71.3;02/01/2018;1;2018;
Australia;Canberra;64.3;03/01/2018;1;2018;
Australia;Canberra;74.6;05/01/2018;1;2018;
Australia;Canberra;81.0;06/01/2018;1;2018;
Australia;Canberra;85.7;07/01/2018;1;2018;
Australia;Canberra;76.7;08/01/2018;1;2018;
